CustomerID,TransactionID,Date,Description,Merchant,Amount,Balance,SubscriptionFlag,Transaction_Type,Frequency,Next_Expected_Date
C258,T50846,2025-03-11,netflix subscription,netflix,-499,23292,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C17,T3286,2025-03-12,netflix subscription,netflix,-499,54969,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C450,T88913,2025-03-13,netflix subscription,netflix,-499,2470,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C289,T56950,2025-03-14,netflix subscription,netflix,-499,67299,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C193,T38079,2025-03-15,netflix subscription,netflix,-499,50075,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C132,T26060,2025-03-16,netflix subscription,netflix,-499,94179,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C230,T45327,2025-03-17,netflix subscription,netflix,-499,24135,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C428,T84543,2025-03-18,netflix subscription,netflix,-499,25222,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C362,T71529,2025-03-19,netflix subscription,netflix,-499,25245,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C396,T78240,2025-03-20,netflix subscription,netflix,-499,68946,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C38,T7428,2025-03-21,netflix subscription,netflix,-499,26840,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C120,T23676,2025-03-22,netflix subscription,netflix,-499,17515,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C352,T69488,2025-03-23,netflix subscription,netflix,-499,28508,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C2,T288,2025-03-24,netflix subscription,netflix,-499,162858,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C465,T91890,2025-03-25,netflix subscription,netflix,-499,28389,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C384,T75869,2025-03-26,netflix subscription,netflix,-499,27110,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C319,T62876,2025-03-27,netflix subscription,netflix,-499,91879,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C311,T61260,2025-03-28,netflix subscription,netflix,-499,22038,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C276,T54429,2025-04-01,netflix subscription,netflix,-499,134556,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C28,T5486,2025-04-02,netflix subscription,netflix,-499,50090,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C155,T30654,2025-04-03,netflix subscription,netflix,-499,61618,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C237,T46737,2025-04-04,netflix subscription,netflix,-499,3414,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C264,T52048,2025-04-05,netflix subscription,netflix,-499,128031,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C198,T39110,2025-04-06,netflix subscription,netflix,-499,22823,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C32,T6271,2025-04-07,netflix subscription,netflix,-499,37883,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C90,T17750,2025-04-08,netflix subscription,netflix,-499,47,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C211,T41638,2025-04-09,netflix subscription,netflix,-499,32705,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C463,T91505,2025-04-10,netflix subscription,netflix,-499,54174,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C171,T33829,2025-04-11,netflix subscription,netflix,-499,37824,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C297,T58577,2025-04-12,netflix subscription,netflix,-499,58686,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C458,T90540,2025-04-13,netflix subscription,netflix,-499,20144,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C289,T56986,2025-04-14,netflix subscription,netflix,-499,139475,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C445,T87964,2025-04-15,netflix subscription,netflix,-499,11,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C132,T26097,2025-04-16,netflix subscription,netflix,-499,147568,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C406,T80213,2025-04-17,netflix subscription,netflix,-499,25114,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C147,T29086,2025-04-18,netflix subscription,netflix,-499,59183,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C376,T74335,2025-04-19,netflix subscription,netflix,-499,60148,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C349,T68928,2025-04-20,netflix subscription,netflix,-499,49495,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C41,T8083,2025-04-21,netflix subscription,netflix,-499,29478,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C120,T23711,2025-04-22,netflix subscription,netflix,-499,29360,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C112,T22169,2025-04-23,netflix subscription,netflix,-499,103779,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C2,T322,2025-04-24,netflix subscription,netflix,-499,210603,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C220,T43416,2025-04-25,netflix subscription,netflix,-499,54629,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C77,T15240,2025-04-26,netflix subscription,netflix,-499,104792,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C319,T62914,2025-04-27,netflix subscription,netflix,-499,94292,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C311,T61296,2025-04-28,netflix subscription,netflix,-499,30462,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C23,T4502,2025-05-01,netflix subscription,netflix,-499,21417,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C265,T52285,2025-05-02,netflix subscription,netflix,-499,15796,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C215,T42427,2025-05-03,netflix subscription,netflix,-499,35783,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C29,T5707,2025-05-04,netflix subscription,netflix,-499,11050,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C410,T81021,2025-05-05,netflix subscription,netflix,-499,33546,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C58,T11470,2025-05-06,netflix subscription,netflix,-499,292,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C303,T59807,2025-05-07,netflix subscription,netflix,-499,17998,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C45,T8870,2025-05-08,netflix subscription,netflix,-499,142552,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C76,T15058,2025-05-09,netflix subscription,netflix,-499,22749,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C329,T64929,2025-05-10,netflix subscription,netflix,-499,69074,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C258,T50915,2025-05-11,netflix subscription,netflix,-499,74347,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C297,T58616,2025-05-12,netflix subscription,netflix,-499,52320,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C470,T92905,2025-05-13,netflix subscription,netflix,-499,58999,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C289,T57022,2025-05-14,netflix subscription,netflix,-499,129489,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C332,T65536,2025-05-15,netflix subscription,netflix,-499,110446,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C403,T79649,2025-05-16,netflix subscription,netflix,-499,36268,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C230,T45390,2025-05-17,netflix subscription,netflix,-499,47368,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C147,T29123,2025-05-18,netflix subscription,netflix,-499,22207,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C444,T87805,2025-05-19,netflix subscription,netflix,-499,122220,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C228,T45014,2025-05-20,netflix subscription,netflix,-499,83662,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C318,T62735,2025-05-21,netflix subscription,netflix,-499,162732,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C120,T23749,2025-05-22,netflix subscription,netflix,-499,63751,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C266,T52538,2025-05-23,netflix subscription,netflix,-499,152194,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C2,T360,2025-05-24,netflix subscription,netflix,-499,216471,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C369,T73006,2025-05-25,netflix subscription,netflix,-499,17259,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C384,T75933,2025-05-26,netflix subscription,netflix,-499,51947,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C5,T946,2025-05-27,netflix subscription,netflix,-499,61,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C21,T4145,2025-05-28,netflix subscription,netflix,-499,53178,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C153,T30333,2025-06-01,netflix subscription,netflix,-499,215354,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C28,T5549,2025-06-02,netflix subscription,netflix,-499,14926,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C473,T93519,2025-06-03,netflix subscription,netflix,-499,104450,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C102,T20212,2025-06-04,netflix subscription,netflix,-499,112133,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C264,T52108,2025-06-05,netflix subscription,netflix,-499,210303,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C27,T5351,2025-06-06,netflix subscription,netflix,-499,125048,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C32,T6329,2025-06-07,netflix subscription,netflix,-499,46776,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C90,T17835,2025-06-08,netflix subscription,netflix,-499,151642,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C135,T26766,2025-06-09,netflix subscription,netflix,-499,112922,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C329,T64962,2025-06-10,netflix subscription,netflix,-499,37111,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C254,T50149,2025-06-11,netflix subscription,netflix,-499,135814,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C141,T27980,2025-06-12,netflix subscription,netflix,-499,32667,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C470,T92939,2025-06-13,netflix subscription,netflix,-499,28102,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C289,T57056,2025-06-14,netflix subscription,netflix,-499,170963,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C332,T65581,2025-06-15,netflix subscription,netflix,-499,136972,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C196,T38795,2025-06-16,netflix subscription,netflix,-499,110883,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C230,T45423,2025-06-17,netflix subscription,netflix,-499,14154,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C147,T29151,2025-06-18,netflix subscription,netflix,-499,118,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C362,T71639,2025-06-19,netflix subscription,netflix,-499,52479,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C316,T62370,2025-06-20,netflix subscription,netflix,-499,133,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C160,T31767,2025-06-21,netflix subscription,netflix,-499,70322,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C120,T23782,2025-06-22,netflix subscription,netflix,-499,60754,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C352,T69585,2025-06-23,netflix subscription,netflix,-499,39,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C2,T394,2025-06-24,netflix subscription,netflix,-499,184105,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C220,T43495,2025-06-25,netflix subscription,netflix,-499,75964,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C152,T30159,2025-06-26,netflix subscription,netflix,-499,61411,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C5,T986,2025-06-27,netflix subscription,netflix,-499,61,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C221,T43681,2025-06-28,netflix subscription,netflix,-499,21958,1,Subscription,Irregular,2025-06-29 01:34:51.017964071
C264,T51940,2025-01-01,payment to petrol pump,petrol pump,-695,11409,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C228,T44858,2025-01-02,payment to petrol pump,petrol pump,-1929,12622,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C126,T24801,2025-01-03,payment to petrol pump,petrol pump,-959,10760,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C210,T41358,2025-01-04,payment to petrol pump,petrol pump,-1884,2616,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C393,T77534,2025-01-05,payment to petrol pump,petrol pump,-1708,91800,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C365,T72048,2025-01-06,payment to petrol pump,petrol pump,-788,81834,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C222,T43694,2025-01-07,payment to petrol pump,petrol pump,-1956,80076,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C267,T52590,2025-01-08,payment to petrol pump,petrol pump,-497,90367,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C448,T88445,2025-01-09,payment to petrol pump,petrol pump,-1560,68633,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C348,T68634,2025-01-10,payment to petrol pump,petrol pump,-1986,24618,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C261,T51358,2025-01-11,payment to petrol pump,petrol pump,-845,1098,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C339,T66815,2025-01-12,payment to petrol pump,petrol pump,-637,48219,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C222,T43699,2025-01-13,payment to petrol pump,petrol pump,-1466,74447,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C459,T90648,2025-01-14,payment to petrol pump,petrol pump,-1690,14986,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C100,T19656,2025-01-15,payment to petrol pump,petrol pump,-1398,33,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C349,T68822,2025-01-16,payment to petrol pump,petrol pump,-1912,77,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C119,T23416,2025-01-17,payment to petrol pump,petrol pump,-1244,138,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C50,T9730,2025-01-18,payment to petrol pump,petrol pump,-513,159,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C435,T85856,2025-01-19,payment to petrol pump,petrol pump,-510,37990,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C227,T44701,2025-01-20,payment to petrol pump,petrol pump,-1337,30758,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C23,T4404,2025-01-21,payment to petrol pump,petrol pump,-1367,242,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C365,T72064,2025-01-22,payment to petrol pump,petrol pump,-1757,64130,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C24,T4590,2025-01-23,payment to petrol pump,petrol pump,-1999,50,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C55,T10750,2025-01-24,payment to petrol pump,petrol pump,-1406,103384,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C83,T16277,2025-01-25,payment to petrol pump,petrol pump,-1579,118797,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C220,T43312,2025-01-26,payment to petrol pump,petrol pump,-1442,71380,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C369,T72887,2025-01-27,payment to petrol pump,petrol pump,-1980,27451,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C326,T64239,2025-01-28,payment to petrol pump,petrol pump,-680,25698,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C368,T72691,2025-01-29,payment to petrol pump,petrol pump,-266,37,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C437,T86265,2025-01-30,payment to petrol pump,petrol pump,-1057,5850,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C408,T80528,2025-01-31,payment to petrol pump,petrol pump,-1207,37241,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C94,T18494,2025-02-01,payment to petrol pump,petrol pump,-791,4006,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C127,T25018,2025-02-02,payment to petrol pump,petrol pump,-415,16013,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C430,T84884,2025-02-03,payment to petrol pump,petrol pump,-490,3,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C58,T11367,2025-02-04,payment to petrol pump,petrol pump,-1056,32559,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C443,T87488,2025-02-05,payment to petrol pump,petrol pump,-240,19351,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C292,T57507,2025-02-06,payment to petrol pump,petrol pump,-787,87611,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C435,T85877,2025-02-07,payment to petrol pump,petrol pump,-150,16708,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C113,T22291,2025-02-08,payment to petrol pump,petrol pump,-949,89182,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C97,T19110,2025-02-09,payment to petrol pump,petrol pump,-323,24,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C245,T48262,2025-02-10,payment to petrol pump,petrol pump,-725,107230,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C61,T11962,2025-02-11,payment to petrol pump,petrol pump,-1920,38861,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C303,T59713,2025-02-12,payment to petrol pump,petrol pump,-869,131,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C393,T77575,2025-02-13,payment to petrol pump,petrol pump,-1159,49685,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C61,T11966,2025-02-14,payment to petrol pump,petrol pump,-1589,32928,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C47,T9173,2025-02-15,payment to petrol pump,petrol pump,-1625,42024,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C40,T7809,2025-02-16,payment to petrol pump,petrol pump,-1046,81,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C233,T45890,2025-02-17,payment to petrol pump,petrol pump,-725,72835,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C102,T20090,2025-02-18,payment to petrol pump,petrol pump,-1007,11118,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C288,T56746,2025-02-19,payment to petrol pump,petrol pump,-1682,12525,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C125,T24639,2025-02-20,payment to petrol pump,petrol pump,-740,73201,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C247,T48675,2025-02-21,payment to petrol pump,petrol pump,-351,48895,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C235,T46301,2025-02-22,payment to petrol pump,petrol pump,-1516,1709,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C183,T36113,2025-02-23,payment to petrol pump,petrol pump,-1501,5280,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C385,T76015,2025-02-24,payment to petrol pump,petrol pump,-836,63067,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C41,T8026,2025-02-25,payment to petrol pump,petrol pump,-412,45827,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C250,T49251,2025-02-26,payment to petrol pump,petrol pump,-1377,31180,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C65,T12801,2025-02-27,payment to petrol pump,petrol pump,-256,20430,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C477,T94180,2025-02-28,payment to petrol pump,petrol pump,-1332,76222,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C151,T29817,2025-03-01,payment to petrol pump,petrol pump,-702,62329,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C474,T93610,2025-03-02,payment to petrol pump,petrol pump,-1489,77856,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C277,T54593,2025-03-03,payment to petrol pump,petrol pump,-1212,71899,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C72,T14215,2025-03-04,payment to petrol pump,petrol pump,-1126,36975,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C153,T30238,2025-03-05,payment to petrol pump,petrol pump,-722,166802,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C295,T58141,2025-03-06,payment to petrol pump,petrol pump,-250,26462,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C222,T43756,2025-03-07,payment to petrol pump,petrol pump,-837,55955,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C243,T47904,2025-03-08,payment to petrol pump,petrol pump,-1524,0,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C189,T37296,2025-03-09,payment to petrol pump,petrol pump,-1610,25346,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C444,T87712,2025-03-10,payment to petrol pump,petrol pump,-1982,107988,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C273,T53813,2025-03-11,payment to petrol pump,petrol pump,-1685,10348,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C216,T42559,2025-03-12,payment to petrol pump,petrol pump,-643,65964,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C99,T19523,2025-03-13,payment to petrol pump,petrol pump,-999,28303,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C197,T38886,2025-03-14,payment to petrol pump,petrol pump,-289,122516,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C189,T37303,2025-03-15,payment to petrol pump,petrol pump,-1105,19765,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C104,T20514,2025-03-16,payment to petrol pump,petrol pump,-391,47202,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C1,T95,2025-03-17,payment to petrol pump,petrol pump,-1863,113975,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C70,T13834,2025-03-18,payment to petrol pump,petrol pump,-1492,4258,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C397,T78450,2025-03-19,payment to petrol pump,petrol pump,-392,31200,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C400,T79025,2025-03-20,payment to petrol pump,petrol pump,-882,853,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C126,T24881,2025-03-21,payment to petrol pump,petrol pump,-1064,33031,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C386,T76231,2025-03-22,payment to petrol pump,petrol pump,-476,80864,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C17,T3298,2025-03-23,payment to petrol pump,petrol pump,-862,41054,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C200,T39494,2025-03-24,payment to petrol pump,petrol pump,-527,109,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C6,T1066,2025-03-25,payment to petrol pump,petrol pump,-1652,19061,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C491,T96893,2025-03-26,payment to petrol pump,petrol pump,-109,19226,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C366,T72347,2025-03-27,payment to petrol pump,petrol pump,-1510,92123,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C86,T16963,2025-03-28,payment to petrol pump,petrol pump,-1530,93306,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C111,T21929,2025-03-29,payment to petrol pump,petrol pump,-1934,28,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C17,T3303,2025-03-30,payment to petrol pump,petrol pump,-378,36949,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C149,T29451,2025-03-31,payment to petrol pump,petrol pump,-1744,9680,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C458,T90529,2025-04-01,payment to petrol pump,petrol pump,-1425,29382,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C42,T8264,2025-04-02,payment to petrol pump,petrol pump,-380,204,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C138,T27300,2025-04-03,payment to petrol pump,petrol pump,-1746,90621,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C285,T56194,2025-04-04,payment to petrol pump,petrol pump,-1815,173001,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C351,T69308,2025-04-05,payment to petrol pump,petrol pump,-181,77421,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C280,T55201,2025-04-06,payment to petrol pump,petrol pump,-1665,75212,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C434,T85740,2025-04-07,payment to petrol pump,petrol pump,-1907,39049,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C265,T52248,2025-04-08,payment to petrol pump,petrol pump,-1278,53512,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C27,T5275,2025-04-09,payment to petrol pump,petrol pump,-1051,158374,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C42,T8273,2025-04-10,payment to petrol pump,petrol pump,-477,204,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C345,T68098,2025-04-11,payment to petrol pump,petrol pump,-1602,19093,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C152,T30068,2025-04-12,payment to petrol pump,petrol pump,-1973,49776,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C25,T4895,2025-04-13,payment to petrol pump,petrol pump,-1757,60997,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C408,T80597,2025-04-14,payment to petrol pump,petrol pump,-1562,38,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C250,T49306,2025-04-15,payment to petrol pump,petrol pump,-989,137328,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C349,T68923,2025-04-16,payment to petrol pump,petrol pump,-1678,54320,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C188,T37131,2025-04-17,payment to petrol pump,petrol pump,-1688,411,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C29,T5693,2025-04-18,payment to petrol pump,petrol pump,-878,22511,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C402,T79433,2025-04-19,payment to petrol pump,petrol pump,-150,35970,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C355,T70113,2025-04-20,payment to petrol pump,petrol pump,-1888,32870,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C20,T3915,2025-04-21,payment to petrol pump,petrol pump,-1633,10111,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C265,T52271,2025-04-22,payment to petrol pump,petrol pump,-283,28545,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C201,T39721,2025-04-23,payment to petrol pump,petrol pump,-1388,43815,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C62,T12251,2025-04-24,payment to petrol pump,petrol pump,-678,69799,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C428,T84592,2025-04-25,payment to petrol pump,petrol pump,-1963,38663,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
C256,T50495,2025-04-26,payment to petrol pump,petrol pump,-1860,159,0,Non-Subscription,Irregular,2025-06-30 00:00:00.000000000
